response,context
Shoney's.,"[{""text"": ""Man, I told the money bugs. I said, \""You know who this guy is, right? You want me to get intel out of the smartest mammal in the galaxy, you better give me a decent brainalyzer."", ""speaker"": ""Cornvelious Daniel""}, {""text"": ""Well, you might as well order some pancakes, because I don't see the need to leave this part of my brain."", ""speaker"": ""Rick""}, {""text"": ""Oh, I think you do. Eventually, you're either gonna relax your cerebellum."", ""speaker"": ""Cornvelious Daniel""}]"
Relaxed enough?,"[{""text"": ""Oh, I think you do. Eventually, you're either gonna relax your cerebellum."", ""speaker"": ""Cornvelious Daniel""}, {""text"": ""Shoney's."", ""speaker"": ""Rick""}, {""text"": ""Or the Series 9000 is going to turn it into mush."", ""speaker"": ""Cornvelious Daniel""}]"
"Oh, any particular ones? You want to see my first boner, or should we go straight to the moment I discovered interdimensional travel?","[{""text"": ""Don't make my mistake, Summer. Don't deify the people that leave you. You'll end up a horse surgeon in a world controlled by aliens whose medicine keeps horses  healthy forever.  Horses live longer than tortoises now. Is that what you want for yourself?"", ""speaker"": ""Beth""}, {""text"": ""Maybe I just want you to care if I run away yelling!"", ""speaker"": ""Summer""}, {""text"": ""Ooh!"", ""speaker"": ""Jerry""}]"
"' Ooh, your little flappy doodles are twitching. Does that mean you're aroused, or did you just get a signal that one of your buddies found a grape?","[{""text"": ""Maybe I just want you to care if I run away yelling!"", ""speaker"": ""Summer""}, {""text"": ""Ooh!"", ""speaker"": ""Jerry""}, {""text"": ""Oh, any particular ones? You want to see my first boner, or should we go straight to the moment I discovered interdimensional travel?"", ""speaker"": ""Rick""}]"
"Yeah, well, tough titties.","[{""text"": ""Oh, any particular ones? You want to see my first boner, or should we go straight to the moment I discovered interdimensional travel?"", ""speaker"": ""Rick""}, {""text"": ""' Ooh, your little flappy doodles are twitching. Does that mean you're aroused, or did you just get a signal that one of your buddies found a grape?"", ""speaker"": ""Rick""}, {""text"": ""It's arousal. Yes, I'd like very much to visit the memory of you inventing your portal gun."", ""speaker"": ""Cornvelious Daniel""}]"
"Well, that depends on who breaks first -- me or the titty.","[{""text"": ""' Ooh, your little flappy doodles are twitching. Does that mean you're aroused, or did you just get a signal that one of your buddies found a grape?"", ""speaker"": ""Rick""}, {""text"": ""It's arousal. Yes, I'd like very much to visit the memory of you inventing your portal gun."", ""speaker"": ""Cornvelious Daniel""}, {""text"": ""Yeah, well, tough titties."", ""speaker"": ""Rick""}]"
The day I invented the portal gun is the day I lost her.,"[{""text"": ""Well, that depends on who breaks first -- me or the titty."", ""speaker"": ""Rick""}, {""text"": ""Someone special you remember? Is that your memory of her out there -- between where you were on 9/11 and your favorite sports blooper?"", ""speaker"": ""Cornvelious Daniel""}, {""text"": ""If we stay here, you'll die, along with all your memories. If you take me where I want to go she'll be there, too, won't she?"", ""speaker"": ""Cornvelious Daniel""}]"
"Fine, but I'm driving.","[{""text"": ""If we stay here, you'll die, along with all your memories. If you take me where I want to go she'll be there, too, won't she?"", ""speaker"": ""Cornvelious Daniel""}, {""text"": ""The day I invented the portal gun is the day I lost her."", ""speaker"": ""Rick""}, {""text"": ""Oh, that sounds cool. I can get what I want and you can say goodbye."", ""speaker"": ""Cornvelious Daniel""}]"
To the day it all began and ended. The moment that changed everything.,"[{""text"": ""What?! No, I'm not right. I-I was using ghoulish overkill! Ghoulish overkill, Summer!"", ""speaker"": ""Morty""}, {""text"": ""Oh, God! Oh, God! Whoa, whoa!"", ""speaker"": ""Morty""}, {""text"": ""Where are we going?"", ""speaker"": ""Cornvelious Daniel""}]"
"Yeah, I'd like to get a 10-piece McNugget and a bunch of the Szechuan sauce. Like, as much as you're allowed to give me. In 1998, they had this promotion for the Disney film ""Mulan,"" where they -- where they -- they created a new sauce for the McNuggets called Szechuan sauce, and it's delicious! And then they got rid of it, and now it's gone. This is the only place we're gonna be able to try it, is in my memory.","[{""text"": ""Oh, God! Oh, God! Whoa, whoa!"", ""speaker"": ""Morty""}, {""text"": ""Where are we going?"", ""speaker"": ""Cornvelious Daniel""}, {""text"": ""To the day it all began and ended. The moment that changed everything."", ""speaker"": ""Rick""}]"
"Okay. All right, all right.","[{""text"": ""To the day it all began and ended. The moment that changed everything."", ""speaker"": ""Rick""}, {""text"": ""Yeah, I'd like to get a 10-piece McNugget and a bunch of the Szechuan sauce. Like, as much as you're allowed to give me. In 1998, they had this promotion for the Disney film \""Mulan,\"" where they -- where they -- they created a new sauce for the McNuggets called Szechuan sauce, and it's delicious! And then they got rid of it, and now it's gone. This is the only place we're gonna be able to try it, is in my memory."", ""speaker"": ""Rick""}, {""text"": ""Rick, you're doing this bit while your brain is melting."", ""speaker"": ""Cornvelious Daniel""}]"
Me. I used to wear blue pants.,"[{""text"": ""Rick, you're doing this bit while your brain is melting."", ""speaker"": ""Cornvelious Daniel""}, {""text"": ""Okay. All right, all right."", ""speaker"": ""Rick""}, {""text"": ""Is that--"", ""speaker"": ""Cornvelious Daniel""}]"
I didn't. I did.,"[{""text"": ""Is that--"", ""speaker"": ""Cornvelious Daniel""}, {""text"": ""Me. I used to wear blue pants."", ""speaker"": ""Rick""}, {""text"": ""When'd you make the leap to interdimensional travel?"", ""speaker"": ""Cornvelious Daniel""}]"
What?,"[{""text"": ""Me. I used to wear blue pants."", ""speaker"": ""Rick""}, {""text"": ""When'd you make the leap to interdimensional travel?"", ""speaker"": ""Cornvelious Daniel""}, {""text"": ""I didn't. I did."", ""speaker"": ""Rick""}]"
Sounds lonely.,"[{""text"": ""Y-You want to see what a hero Rick is? I-I'll bring you somewhere, Summer. Um-"", ""speaker"": ""Morty""}, {""text"": ""What is this place? And what's with \""Hunger Games\"" Summer?"", ""speaker"": ""Summer""}, {""text"": ""That's my sister. This used to be my home."", ""speaker"": ""Morty""}]"
"Eh, pass.","[{""text"": ""What is this place? And what's with \""Hunger Games\"" Summer?"", ""speaker"": ""Summer""}, {""text"": ""That's my sister. This used to be my home."", ""speaker"": ""Morty""}, {""text"": ""Sounds lonely."", ""speaker"": ""Young Rick""}]"
"A different kind of Rick, I guess.","[{""text"": ""That's my sister. This used to be my home."", ""speaker"": ""Morty""}, {""text"": ""Sounds lonely."", ""speaker"": ""Young Rick""}, {""text"": ""Eh, pass."", ""speaker"": ""Young Rick""}]"
"Sort of. I just took a long look at myself, and I don't think this science thing is gonna pay off.","[{""text"": ""Sounds lonely."", ""speaker"": ""Young Rick""}, {""text"": ""Eh, pass."", ""speaker"": ""Young Rick""}, {""text"": ""A different kind of Rick, I guess."", ""speaker"": ""Young Rick""}]"
"That, Dianne, is the last great idea that will ever be had in this garage.","[{""text"": ""Eh, pass."", ""speaker"": ""Young Rick""}, {""text"": ""A different kind of Rick, I guess."", ""speaker"": ""Young Rick""}, {""text"": ""Sort of. I just took a long look at myself, and I don't think this science thing is gonna pay off."", ""speaker"": ""Young Rick""}]"
"Come on, girls! The ice cream's gonna melt.","[{""text"": ""He got captured by the Federation and we were going to rescue him."", ""speaker"": ""Summer""}, {""text"": ""Boo-yah!"", ""speaker"": ""Summer""}, {""text"": ""Boo-nah?"", ""speaker"": ""Summer""}]"
Nooooooo!,"[{""text"": ""Boo-yah!"", ""speaker"": ""Summer""}, {""text"": ""Boo-nah?"", ""speaker"": ""Summer""}, {""text"": ""Come on, girls! The ice cream's gonna melt."", ""speaker"": ""Young Rick""}]"
"Carry the three, add a two. I got it. I fucking got it.","[{""text"": ""Come on, girls! The ice cream's gonna melt."", ""speaker"": ""Young Rick""}, {""text"": ""Nooooooo!"", ""speaker"": ""Young Rick""}, {""text"": ""Wow. This sauce is fucking amazing. You said it was promoting a movie?"", ""speaker"": ""Cornvelious Daniel""}]"
Yeah. That's the three lines of math that separates my life as a man from my life as an unfeeling ghost.,"[{""text"": ""Wow. This sauce is fucking amazing. You said it was promoting a movie?"", ""speaker"": ""Cornvelious Daniel""}, {""text"": ""Carry the three, add a two. I got it. I fucking got it."", ""speaker"": ""Young Rick""}, {""text"": ""Whoa. I-Is that it, the portal gun?"", ""speaker"": ""Cornvelious Daniel""}]"
"Nope, they cannot.","[{""text"": ""Yeah. That's the three lines of math that separates my life as a man from my life as an unfeeling ghost."", ""speaker"": ""Rick""}, {""text"": ""Awesome-possum.  Mission Control, you getting this?"", ""speaker"": ""Cornvelious Daniel""}, {""text"": ""Yeah! Thanks, Rick. I'll try to remember to shut off the brainalyzer. Actually, I think it shuts off automatically once your brain is liquid. Don't know, don't care. Pull me out.  Hey, pull me out! Can you hear me?"", ""speaker"": ""Cornvelious Daniel""}]"
"Because the code you just uploaded wasn't actually my portal-gun formula, it was a virus giving me full control over the brainalyzer.","[{""text"": ""Yeah! Thanks, Rick. I'll try to remember to shut off the brainalyzer. Actually, I think it shuts off automatically once your brain is liquid. Don't know, don't care. Pull me out.  Hey, pull me out! Can you hear me?"", ""speaker"": ""Cornvelious Daniel""}, {""text"": ""Nope, they cannot."", ""speaker"": ""Rick""}, {""text"": ""Why not?"", ""speaker"": ""Cornvelious Daniel""}]"
"True, but you can alter anything you want about a totally fabricated origin story.","[{""text"": ""Why not?"", ""speaker"": ""Cornvelious Daniel""}, {""text"": ""Because the code you just uploaded wasn't actually my portal-gun formula, it was a virus giving me full control over the brainalyzer."", ""speaker"": ""Rick""}, {""text"": ""What are you talking about? This is a memory. Y-You can't alter details of a memory."", ""speaker"": ""Cornvelious Daniel""}]"
"Mission accomplished, boys. Pull me out.","[{""text"": ""What are you talking about? This is a memory. Y-You can't alter details of a memory."", ""speaker"": ""Cornvelious Daniel""}, {""text"": ""True, but you can alter anything you want about a totally fabricated origin story."", ""speaker"": ""Rick""}, {""text"": ""It's a trap! Abort! I'm still in his Shoney's! Repeat -- we never left his Shoney's!"", ""speaker"": ""Cornvelious Daniel""}]"
"Okay, have fun in what's left of my brain. I'm gonna transfer to yours. Oh, there's not enough room for all my genius, so I'm leaving you with my fear of wicker furniture, my desire to play the trumpet, my tentative plans to purchase a hat, and six years of improv workshops. Comedy comes in threes.","[{""text"": ""True, but you can alter anything you want about a totally fabricated origin story."", ""speaker"": ""Rick""}, {""text"": ""It's a trap! Abort! I'm still in his Shoney's! Repeat -- we never left his Shoney's!"", ""speaker"": ""Cornvelious Daniel""}, {""text"": ""Mission accomplished, boys. Pull me out."", ""speaker"": ""Rick""}]"
Duh!,"[{""text"": ""Oh, yeah? If you think my Rick's dead, he's alive. And if you think you're safe, he's coming for you!"", ""speaker"": ""Morty""}, {""text"": ""All right, calm down! We have his Summer as a hostage. Obviously, I get her. You guys play Rick, Laser, Scissors for the Morty."", ""speaker"": ""Riq IV""}, {""text"": ""Grandpa Rick!"", ""speaker"": ""Summer""}]"
"Morty, take this. You're gonna need it later.","[{""text"": ""Duh!"", ""speaker"": ""Rick""}, {""text"": ""You're alive!"", ""speaker"": ""Summer""}, {""text"": ""Rick!"", ""speaker"": ""Morty""}]"
What -- What's this supposed to accomplish? We have infinite grandkids. You're trying to use Disney bucks at a Caesar's Palace here.,"[{""text"": ""Rick!"", ""speaker"": ""Morty""}, {""text"": ""Morty, take this. You're gonna need it later."", ""speaker"": ""Rick""}, {""text"": ""That's enough, Rick."", ""speaker"": ""Riq IV""}]"
"I came to kill you, bro. That's not even my original Summer.","[{""text"": ""What -- What's this supposed to accomplish? We have infinite grandkids. You're trying to use Disney bucks at a Caesar's Palace here."", ""speaker"": ""Rick""}, {""text"": ""That's a bluff. He's bluffing, sir. He loves me."", ""speaker"": ""Summer""}, {""text"": ""You're a rogue Rick -- irrational, passionate. You love your grandkids. You came to rescue them."", ""speaker"": ""Riq IV""}]"
"20 yards, nine-gauge plasma pistol, My first shot would liquify her insides and injure you, second shot adds recoil. The risk to me is minimized if I wait for you to shoot her, which I'm encouraging you to do.","[{""text"": ""Oh, my God. He's not bluffing. He's not bluffing!"", ""speaker"": ""Summer""}, {""text"": ""R-Rick?"", ""speaker"": ""Morty""}, {""text"": ""Why not shoot through her?"", ""speaker"": ""Riq IV""}]"
"Or let her go, which I will reward with a quicker death.","[{""text"": ""Why not shoot through her?"", ""speaker"": ""Riq IV""}, {""text"": ""20 yards, nine-gauge plasma pistol, My first shot would liquify her insides and injure you, second shot adds recoil. The risk to me is minimized if I wait for you to shoot her, which I'm encouraging you to do."", ""speaker"": ""Rick""}, {""text"": ""What the fuck?"", ""speaker"": ""Summer""}]"
"Because it's incentive for you to give me my cleanest shot, which will be your least painful death. But if you want to die slower than that, I'm super into it. All you got to do to get that started is kill the girl.","[{""text"": ""What the fuck?"", ""speaker"": ""Summer""}, {""text"": ""Or let her go, which I will reward with a quicker death."", ""speaker"": ""Rick""}, {""text"": ""Because you love her!"", ""speaker"": ""Riq IV""}]"
"Not an issue, sweetie.","[{""text"": ""Because you love her!"", ""speaker"": ""Riq IV""}, {""text"": ""Because it's incentive for you to give me my cleanest shot, which will be your least painful death. But if you want to die slower than that, I'm super into it. All you got to do to get that started is kill the girl."", ""speaker"": ""Rick""}, {""text"": ""I hate you!"", ""speaker"": ""Summer""}]"
"Morty, I know you're too stupid to get this, but you're really fuckin' this up right now.","[{""text"": ""I hate you!"", ""speaker"": ""Summer""}, {""text"": ""Not an issue, sweetie."", ""speaker"": ""Rick""}, {""text"": ""That's enough! Drop the gun, Rick!"", ""speaker"": ""Morty""}]"
"I wasn't gonna let her die, you fuckin' moron!","[{""text"": ""That's enough! Drop the gun, Rick!"", ""speaker"": ""Morty""}, {""text"": ""Morty, I know you're too stupid to get this, but you're really fuckin' this up right now."", ""speaker"": ""Rick""}, {""text"": ""I'm not letting you let my sister die! Drop the gun!"", ""speaker"": ""Morty""}]"
The point is he thought I was going to.,"[{""text"": ""I wasn't gonna let her die, you fuckin' moron!"", ""speaker"": ""Rick""}, {""text"": ""Ha!"", ""speaker"": ""Riq IV""}, {""text"": ""Aww."", ""speaker"": ""Summer""}]"
"You're a serious fuckin' idiot, Morty! You basically killed us all! You're the worst! You're as dumb as a bag of sand.","[{""text"": ""The point is he thought I was going to."", ""speaker"": ""Rick""}, {""text"": ""I totally did, by the way. You're a fucking moron, Morty."", ""speaker"": ""Riq IV""}, {""text"": ""Morty, you fucking idiot!"", ""speaker"": ""Summer""}]"
"Good job, Morty. Let's go, kids.","[{""text"": ""Who's stupid now, bitch?!"", ""speaker"": ""Morty""}, {""text"": ""Morty, we just got him back!"", ""speaker"": ""Summer""}, {""text"": ""That was amazing, Morty. Oh, my God. Wow. Okay, let's wrap this-"", ""speaker"": ""Riq IV""}]"
Oldest Rick trick in the book.,"[{""text"": ""That was amazing, Morty. Oh, my God. Wow. Okay, let's wrap this-"", ""speaker"": ""Riq IV""}, {""text"": ""Good job, Morty. Let's go, kids."", ""speaker"": ""Rick""}, {""text"": ""What?! What happened?"", ""speaker"": ""Summer""}]"
Not until I finish what I started. And that is how you get level-nine access without a password.,"[{""text"": ""\""Fake gun, shoot me in standoff.\"" Brilliant."", ""speaker"": ""Summer""}, {""text"": ""Ha, yeah. G-Good thing I saw that note."", ""speaker"": ""Morty""}, {""text"": ""Can't we just portal home?"", ""speaker"": ""Summer""}]"
"Employee of the month, ladies and gentlemen.","[{""text"": ""Ha, yeah. G-Good thing I saw that note."", ""speaker"": ""Morty""}, {""text"": ""Can't we just portal home?"", ""speaker"": ""Summer""}, {""text"": ""Not until I finish what I started. And that is how you get level-nine access without a password."", ""speaker"": ""Rick""}]"
Destroying the  galactic government.,"[{""text"": ""Not until I finish what I started. And that is how you get level-nine access without a password."", ""speaker"": ""Rick""}, {""text"": ""Employee of the month, ladies and gentlemen."", ""speaker"": ""Rick""}, {""text"": ""So, what are you doing with level-nine access anyways?"", ""speaker"": ""Morty""}]"
"Good pitches, kids. I'm almost proud. But watch closely as Grandpa topples an empire by changing a one to a zero.","[{""text"": ""Destroying the  galactic government."", ""speaker"": ""Rick""}, {""text"": ""Are you going to set all their nukes to target each other?"", ""speaker"": ""Summer""}, {""text"": ""Ooh, or -- or reprogram their military portals to disintegrate their entire space fleet?"", ""speaker"": ""Morty""}]"
Guess who dismantled the government?,"[{""text"": ""Are you okay?"", ""speaker"": ""Beth""}, {""text"": ""Look, I-I'm not proud to share this, but the truth is, I just kept crawling, and it kept working.  Oh, I'm glad you're okay. Are we ever going to stop paying for indulging your father? Our children, our planet, our jobs? Is there anything left to lose?"", ""speaker"": ""Jerry""}, {""text"": ""Just each other, and I'll never let you go. And I'm so sorry I ever did this to us."", ""speaker"": ""Beth""}]"
"I never will, baby.","[{""text"": ""Just each other, and I'll never let you go. And I'm so sorry I ever did this to us."", ""speaker"": ""Beth""}, {""text"": ""Guess who dismantled the government?"", ""speaker"": ""Rick""}, {""text"": ""Please don't leave me again."", ""speaker"": ""Beth""}]"
"Jerry, is there any light beer left? It's insane what you miss in prison.","[{""text"": ""Please don't leave me again."", ""speaker"": ""Beth""}, {""text"": ""I never will, baby."", ""speaker"": ""Rick""}, {""text"": ""I was right. He turned himself in on purpose. It was all part of his plan!"", ""speaker"": ""Summer""}]"
"No, you're right. Where's the vodka?","[{""text"": ""I was right. He turned himself in on purpose. It was all part of his plan!"", ""speaker"": ""Summer""}, {""text"": ""Jerry, is there any light beer left? It's insane what you miss in prison."", ""speaker"": ""Rick""}, {""text"": ""Um..okay. No. No, no, no. Foot down time."", ""speaker"": ""Jerry""}]"
"Seems like you guys need some privacy. I'll, uh -- I'll be in the garage.","[{""text"": ""Um..okay. No. No, no, no. Foot down time."", ""speaker"": ""Jerry""}, {""text"": ""No, you're right. Where's the vodka?"", ""speaker"": ""Rick""}, {""text"": ""Beth, it's him or me!"", ""speaker"": ""Jerry""}]"
"What the fuck? Not cool, Jerry! A man's garage is his castle.","[{""text"": ""No, you're right. Where's the vodka?"", ""speaker"": ""Rick""}, {""text"": ""Beth, it's him or me!"", ""speaker"": ""Jerry""}, {""text"": ""Seems like you guys need some privacy. I'll, uh -- I'll be in the garage."", ""speaker"": ""Rick""}]"
"Oh, I-I'm sorry to hear that, sweetie. I hope I had nothing to do with that.","[{""text"": ""Seems like you guys need some privacy. I'll, uh -- I'll be in the garage."", ""speaker"": ""Rick""}, {""text"": ""What the fuck? Not cool, Jerry! A man's garage is his castle."", ""speaker"": ""Rick""}, {""text"": ""Jerry's going to spend some time divorced."", ""speaker"": ""Beth""}]"
For everybody.,"[{""text"": ""Jerry's going to spend some time divorced."", ""speaker"": ""Beth""}, {""text"": ""Oh, I-I'm sorry to hear that, sweetie. I hope I had nothing to do with that."", ""speaker"": ""Rick""}, {""text"": ""Oh, God, Dad, that is not your burden to bear. I feel terrible that I misjudged you. This is gonna be good for Jerry."", ""speaker"": ""Beth""}]"
"Not so fast, Morty. You heard your mom. We've got adventures to go on, Morty -- just you and me -- and sometimes your sister and sometimes your mom, but never your dad. You want to know why, Morty? Because he crossed me.","[{""text"": ""I better tend to Jerry before he changes his mind and doesn't move out. I will leave you two to your adventures."", ""speaker"": ""Beth""}, {""text"": ""Oh, my God. Nancy says they're drawing and quartering aliens in the school courtyard, and it technically counts as patriotism."", ""speaker"": ""Summer""}, {""text"": ""Geez! Are my parents seriously gonna get divorced? All right, Rick, I'm gonna go to my --"", ""speaker"": ""Morty""}]"
"Oh, it gets darker, Morty. Welcome to the darkest year of our adventures. First thing that's different -- no more Dad, Morty.","[{""text"": ""Geez! Are my parents seriously gonna get divorced? All right, Rick, I'm gonna go to my --"", ""speaker"": ""Morty""}, {""text"": ""Not so fast, Morty. You heard your mom. We've got adventures to go on, Morty -- just you and me -- and sometimes your sister and sometimes your mom, but never your dad. You want to know why, Morty? Because he crossed me."", ""speaker"": ""Rick""}, {""text"": ""Okay, take it easy, Rick. T-T-That's dark."", ""speaker"": ""Morty""}]"
"He threatened to turn me in to the government, so I made him and the government go away.","[{""text"": ""Okay, take it easy, Rick. T-T-That's dark."", ""speaker"": ""Morty""}, {""text"": ""Oh, it gets darker, Morty. Welcome to the darkest year of our adventures. First thing that's different -- no more Dad, Morty."", ""speaker"": ""Rick""}, {""text"": ""Oh, geez."", ""speaker"": ""Morty""}]"
I've replaced them both as the de facto patriarch of your family and your universe. Your mom wouldn't have accepted me if I came home -,"[{""text"": ""Oh, geez."", ""speaker"": ""Morty""}, {""text"": ""He threatened to turn me in to the government, so I made him and the government go away."", ""speaker"": ""Rick""}, {""text"": ""Oh, fuck."", ""speaker"": ""Morty""}]"
"- without you and your sister, so now you know the real reason I rescued you. Oh! I just took over the family, Morty, and if you tell your mom -","[{""text"": ""Oh, fuck."", ""speaker"": ""Morty""}, {""text"": ""I've replaced them both as the de facto patriarch of your family and your universe. Your mom wouldn't have accepted me if I came home -"", ""speaker"": ""Rick""}, {""text"": ""Oh, man."", ""speaker"": ""Morty""}]"
"- or sister I said any of this, I'll deny it -","[{""text"": ""Oh, man."", ""speaker"": ""Morty""}, {""text"": ""- without you and your sister, so now you know the real reason I rescued you. Oh! I just took over the family, Morty, and if you tell your mom -"", ""speaker"": ""Rick""}, {""text"": ""Oh, man."", ""speaker"": ""Morty""}]"
"- and they'll take my side because I'm a hero, Morty. And now you're gonna have to go -","[{""text"": ""Oh, man."", ""speaker"": ""Morty""}, {""text"": ""- or sister I said any of this, I'll deny it -"", ""speaker"": ""Rick""}, {""text"": ""You're gonna deny it."", ""speaker"": ""Morty""}]"
"- and do whatever I say, Morty, forever! And I'll -- I'll go out and I'll find some more of that ""Mulan"" Szechuan teriyaki dipping sauce, Morty. -","[{""text"": ""You're gonna deny it."", ""speaker"": ""Morty""}, {""text"": ""- and they'll take my side because I'm a hero, Morty. And now you're gonna have to go -"", ""speaker"": ""Rick""}, {""text"": ""Oh."", ""speaker"": ""Morty""}]"
"- Because that's -- that's what this is all about, Morty.","[{""text"": ""Oh."", ""speaker"": ""Morty""}, {""text"": ""- and do whatever I say, Morty, forever! And I'll -- I'll go out and I'll find some more of that \""Mulan\"" Szechuan teriyaki dipping sauce, Morty. -"", ""speaker"": ""Rick""}, {""text"": ""What are you talking about?"", ""speaker"": ""Morty""}]"
"That's my one-armed man! I'm not driven by avenging my dead family, Morty! That was fake. I-I-I'm driven by finding that McNugget sauce.","[{""text"": ""What are you talking about?"", ""speaker"": ""Morty""}, {""text"": ""- Because that's -- that's what this is all about, Morty."", ""speaker"": ""Rick""}, {""text"": ""Szechuan?"", ""speaker"": ""Morty""}]"
"I want that ""Mulan"" McNugget sauce, Morty! That's my series arc, Morty.","[{""text"": ""Szechuan?"", ""speaker"": ""Morty""}, {""text"": ""That's my one-armed man! I'm not driven by avenging my dead family, Morty! That was fake. I-I-I'm driven by finding that McNugget sauce."", ""speaker"": ""Rick""}, {""text"": ""McNuggets?"", ""speaker"": ""Morty""}]"
"If it takes nine seasons, I want my McNugget dipping sauce, Szechuan sauce, Morty.","[{""text"": ""McNuggets?"", ""speaker"": ""Morty""}, {""text"": ""I want that \""Mulan\"" McNugget sauce, Morty! That's my series arc, Morty."", ""speaker"": ""Rick""}, {""text"": ""What the hell?"", ""speaker"": ""Morty""}]"
"That's what's gonna take us all the way to the end, Morty.","[{""text"": ""What the hell?"", ""speaker"": ""Morty""}, {""text"": ""If it takes nine seasons, I want my McNugget dipping sauce, Szechuan sauce, Morty."", ""speaker"": ""Rick""}, {""text"": ""What are you talking about, Rick?"", ""speaker"": ""Morty""}]"
"Season -- Nine more seasons, Morty. Nine more seasons until I get that dipping Szechuan sauce.","[{""text"": ""What are you talking about, Rick?"", ""speaker"": ""Morty""}, {""text"": ""That's what's gonna take us all the way to the end, Morty."", ""speaker"": ""Rick""}, {""text"": ""What are you talking about?!"", ""speaker"": ""Morty""}]"
"For 97 more years, Morty!","[{""text"": ""What are you talking about?!"", ""speaker"": ""Morty""}, {""text"": ""Season -- Nine more seasons, Morty. Nine more seasons until I get that dipping Szechuan sauce."", ""speaker"": ""Rick""}, {""text"": ""What is that?!"", ""speaker"": ""Morty""}]"
"I want that McNugget sauce, Morty!","[{""text"": ""What is that?!"", ""speaker"": ""Morty""}, {""text"": ""For 97 more years, Morty!"", ""speaker"": ""Rick""}, {""text"": ""What are you talking about?!"", ""speaker"": ""Morty""}]"
Morty.,"[{""text"": ""What are you talking about?!"", ""speaker"": ""Morty""}, {""text"": ""I want that McNugget sauce, Morty!"", ""speaker"": ""Rick""}, {""text"": ""I am Phoenixperson."", ""speaker"": ""Birdperson""}]"
Morty!,"[{""text"": ""I am Phoenixperson."", ""speaker"": ""Birdperson""}, {""text"": ""Morty."", ""speaker"": ""Pickle Rick""}, {""text"": ""Rick?"", ""speaker"": ""Morty""}]"
"Hey, Mooorty!","[{""text"": ""Rick?"", ""speaker"": ""Morty""}, {""text"": ""Morty!"", ""speaker"": ""Pickle Rick""}, {""text"": ""Rick?"", ""speaker"": ""Morty""}]"
"Morty, the garage, Morty. Come to the garage!","[{""text"": ""Rick?"", ""speaker"": ""Morty""}, {""text"": ""Hey, Mooorty!"", ""speaker"": ""Pickle Rick""}, {""text"": ""Rick? Are you far away, or are you inside something?"", ""speaker"": ""Morty""}]"
Morty?,"[{""text"": ""Hey, Mooorty!"", ""speaker"": ""Pickle Rick""}, {""text"": ""Rick? Are you far away, or are you inside something?"", ""speaker"": ""Morty""}, {""text"": ""Morty, the garage, Morty. Come to the garage!"", ""speaker"": ""Pickle Rick""}]"
"On my work bench, Morty.","[{""text"": ""Morty, the garage, Morty. Come to the garage!"", ""speaker"": ""Pickle Rick""}, {""text"": ""Morty?"", ""speaker"": ""Pickle Rick""}, {""text"": ""Rick? W-where are you?"", ""speaker"": ""Morty""}]"
Flip the pickle over.,"[{""text"": ""Rick? W-where are you?"", ""speaker"": ""Morty""}, {""text"": ""On my work bench, Morty."", ""speaker"": ""Pickle Rick""}, {""text"": ""Are you invisible and you're gonna, like, fart on me?"", ""speaker"": ""Morty""}]"
"Come on, flip the pickle, Morty. You're not gonna regret it. The payoff is huge.","[{""text"": ""Are you invisible and you're gonna, like, fart on me?"", ""speaker"": ""Morty""}, {""text"": ""Flip the pickle over."", ""speaker"": ""Pickle Rick""}, {""text"": ""What, I'm gonna touch it, and you're gonna tell me it's an alien dick or something."", ""speaker"": ""Morty""}]"
"""And""? What more do you want tacked on to this? I turned myself into a pickle, and 9/11 was an inside job?","[{""text"": ""What, I'm gonna touch it, and you're gonna tell me it's an alien dick or something."", ""speaker"": ""Morty""}, {""text"": ""Come on, flip the pickle, Morty. You're not gonna regret it. The payoff is huge."", ""speaker"": ""Pickle Rick""}, {""text"": ""And?"", ""speaker"": ""Morty""}]"
"Who cares, Morty? Global acts of terrorism happen every day. Uh, here's something that's never happened before","[{""text"": ""And?"", ""speaker"": ""Morty""}, {""text"": ""\""And\""? What more do you want tacked on to this? I turned myself into a pickle, and 9/11 was an inside job?"", ""speaker"": ""Pickle Rick""}, {""text"": ""Was it?"", ""speaker"": ""Morty""}]"
"I don't do magic, Morty, I do science. One takes brains, the other takes dark eye liner.","[{""text"": ""Was it?"", ""speaker"": ""Morty""}, {""text"": ""Who cares, Morty? Global acts of terrorism happen every day. Uh, here's something that's never happened before"", ""speaker"": ""Pickle Rick""}, {""text"": ""Are you going to, I mean, you know, is this the first part of some magic trick?"", ""speaker"": ""Morty""}]"
I wouldn't be much of a pickle if I could.,"[{""text"": ""Are you going to, I mean, you know, is this the first part of some magic trick?"", ""speaker"": ""Morty""}, {""text"": ""I don't do magic, Morty, I do science. One takes brains, the other takes dark eye liner."", ""speaker"": ""Pickle Rick""}, {""text"": ""Well, can you move? Can you fly?"", ""speaker"": ""Morty""}]"
"Morty, stop digging for hidden layers and just be impressed. I'm a pickle.","[{""text"": ""Well, can you move? Can you fly?"", ""speaker"": ""Morty""}, {""text"": ""I wouldn't be much of a pickle if I could."", ""speaker"": ""Pickle Rick""}, {""text"": ""All right, well, do pickles live forever or --"", ""speaker"": ""Morty""}]"
